seq_id,ct10_id,municipal,nhd,county,years,pop,fi_p,unemp_p,pov_p,mhi,aa_p,lat_p,homeown_p,fi_num,snapbelowp,snapabovep,cost_index,short_week,short_year,weightcost,meal_gap,omad_goal,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
27,25025061101,Boston,South Boston,Suffolk,2015,2168,33.9,25.5,60.2,15938,23.9,46.4,0,730,82.2,17.8,1.212,21.07,470000,3.56,132000,44000,1,2232,982,0,0,0,0,0,0,0,0,1,60.7,17616,0,0,0,0,0,0,0,0,0,352.3433052,0,0,290.2812226,0,352.3433052,0.157859904,290.2812226,0.130054311,116.8252003,0.05234104,32.47005493,0.014547516,130.9339313,0.058662156,93.65278556,0.041959133,41.02515004,0.018380444,1.664471745,0.000745731,1.074096091,0.000481226,83.99286935,0.037631214,151.6818064,0.067957799,72.97407839,0.074311689,82.55127801,0.084064438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,713,171,810,607,313,6,20,476,935,588,528
28,25025061200,Boston,South Boston,Suffolk,2015,3551,10.6,3.1,8.1,102174,2.9,2.3,41.4,380,82.2,17.8,1.212,21.07,241000,3.56,67600,22500,1,3240,1753,0,1,0.0003086,0,0,0,0,1,0,9.5,120250,0,1,0,1,0,0,0,1,0,896.5064058,0,0,163.0608748,0,896.5064058,0.276699508,163.0608748,0.05032743,74.16894492,0.02289165,78.16750309,0.024125773,803.9100941,0.248120399,18.1042389,0.005587728,51.81029481,0.015990832,0.665449904,0.000205386,0,0,22.01632928,0.006795163,28.71085435,0.008861375,128.8944461,0.073527921,28.96716511,0.016524338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,265,194,2842,88,224,3,2,81,156,498,127
29,25025010405,Boston,Roxbury,Suffolk,2015,5947,28.7,14.9,43,16993,9.3,10.2,10.7,1710,82.2,17.8,1.212,21.07,1091000,3.56,306400,102100,1,5522,966,1,3870,0.700833,0,0,0,0,0,1,50.8,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,120,310,4000,471,719,2,18,312,435,699,332
30,25025120301,Boston,Roxbury,Suffolk,2015,5201,10.4,6.9,13.8,75873,22.6,34,43.2,540,82.2,17.8,1.212,21.07,346000,3.56,97100,32400,1,4795,1784,0,201,0.0419187,0,0,0,0,1,0,15,78864,0,1,0,1,0,0,0,1,0,3271.091514,0,0,888.9089446,0,3271.091514,0.682188011,888.9089446,0.18538247,583.8596243,0.121764259,250.7281705,0.052289504,1844.936093,0.38476248,642.3446048,0.133961336,96.85950539,0.020200105,0,0,15.36744542,0.00320489,671.5838655,0.1400592,1073.830484,0.223947963,126.3710074,0.070835766,184.073709,0.10318033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,862,346,2524,950,138,0,45,1138,1821,361,289
31,25025080100,Boston,Roxbury,Suffolk,2015,2814,23,8.5,30.9,30524,54.5,25.4,28,650,82.2,17.8,1.212,21.07,414000,3.56,116200,38700,1,3350,681,0,1582,0.4722388,0,0,0,0,0,1,38.3,27083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,415,187,1122,1537,44,0,18,629,942,285,179
32,25025080300,Boston,Roxbury,Suffolk,2015,2071,25.3,12.3,27.1,28378,61.3,31.5,13.6,520,82.2,17.8,1.212,21.07,335000,3.56,94100,31400,1,1769,693,0,18,0.0101752,0,0,0,0,0,1,33.7,27212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,525,146,198,1155,16,0,19,381,508,376,308
33,25025080401,Boston,Roxbury,Suffolk,2015,2995,24.9,10.3,33.4,23854,61.2,37,11.4,750,82.2,17.8,1.212,21.07,477000,3.56,133900,44600,1,2710,1225,0,80,0.0295203,0,0,0,0,0,1,36.6,24583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,700,301,488,1536,67,0,28,591,984,749,653
34,25025080500,Boston,Roxbury,Suffolk,2015,3286,25.8,14.8,43.5,22721,47.4,50.6,5.5,850,82.2,17.8,1.212,21.07,542000,3.56,152200,50700,1,3096,1269,0,5,0.001615,0,0,0,0,0,1,39.6,24085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,948,259,646,1673,101,3,11,662,1329,760,640
35,25025080601,Boston,Roxbury,Suffolk,2015,4540,37.3,24.4,50.8,16892,31.8,15.2,8.8,1690,82.2,17.8,1.212,21.07,1082000,3.56,304000,101300,1,4271,882,0,2063,0.483025,0,0,0,0,0,1,48.4,21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618,492,92,2369,953,386,0,18,545,743,529,478
36,25025081300,Boston,Roxbury,Suffolk,2015,5428,22.6,7.8,41.1,20914,44,42.8,8,1230,82.2,17.8,1.212,21.07,784000,3.56,220200,73400,1,4760,2001,0,137,0.0287815,0,0,0,0,0,1,38.4,30806,0,0,0,0,0,0,0,0,0,71.41205597,0,0,44.46957779,0,71.41205597,0.015002533,44.46957779,0.009342348,10.42742443,0.002190635,24.01467323,0.005045099,19.59091759,0.004115739,38.23388672,0.008032329,1.895895243,0.000398297,0,0,0.631965101,0.000132766,11.05938911,0.002323401,23.06672668,0.004845951,18.04675293,0.009018867,17.41315079,0.008702224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597,1250,659,937,2350,45,5,60,1363,2261,823,954
37,25025081400,Boston,Roxbury,Suffolk,2015,2861,24.1,7.7,29.6,42585,48.7,12.8,25.1,690,82.2,17.8,1.212,21.07,441000,3.56,123800,41300,1,3003,1300,0,18,0.005994,0,0,0,0,0,1,28.3,43816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,523,337,830,1648,93,0,37,395,586,445,218
38,25025081500,Boston,Roxbury,Suffolk,2015,2185,23.4,11,29.8,34107,59.2,30.8,28.8,510,82.2,17.8,1.212,21.07,327000,3.56,91800,30600,1,2134,839,0,53,0.024836,0,0,0,0,0,1,33.5,33950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,489,194,336,1446,25,2,12,313,516,246,277
39,25025081700,Boston,Roxbury,Suffolk,2015,3337,35.3,17.8,39.4,30819,80.1,15.5,22.3,1180,82.2,17.8,1.212,21.07,753000,3.56,211500,70500,1,3820,1473,0,41,0.010733,0,1,0,1,1,1,41.8,29714,0,1,0,1,0,0,0,1,0,1043.991076,0,0,609.3150522,0,1043.991076,0.273296093,609.3150522,0.159506558,303.2733721,0.079390935,157.7382556,0.041292737,28.61885044,0.007491846,894.8876619,0.234263786,16.70668499,0.004373478,1,0.00026178,5.613863245,0.001469598,97.16400507,0.025435603,116.2841278,0.030440871,240.338494,0.163162589,183.3839749,0.124496928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,1067,463,262,2890,63,1,34,570,782,657,631
40,25025081800,Boston,Roxbury,Suffolk,2015,3590,29,15.6,31.4,26012,77,28.9,26.8,1040,82.2,17.8,1.212,21.07,665000,3.56,186900,62300,1,2898,1139,0,8,0.0027605,0,1,0,1,1,1,37.6,27926,0,1,0,1,0,0,0,1,0,2251.108614,0,0,1296.603564,0,2251.108614,0.77678006,1296.603564,0.447413238,624.687711,0.215558216,184.4341805,0.063641884,174.5270604,0.060223278,1554.133602,0.536277985,20.411204,0.007043204,4.00000003,0.001380262,12.82998842,0.004427187,485.2067466,0.167428139,615.0402423,0.212229207,375.2286924,0.329436956,338.4691799,0.297163459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,766,243,216,2031,40,4,16,591,736,596,487
41,25025081900,Boston,Roxbury,Suffolk,2015,3515,33.2,17.2,43.5,21594,73.8,28.3,18.8,1170,82.2,17.8,1.212,21.07,746000,3.56,209500,69800,1,3115,1256,0,20,0.0064205,0,0,0,0,0,1,36.7,51583,0,0,0,0,0,0,0,0,0,187.9827118,0,0,53.7861824,0,187.9827118,0.06034758,53.7861824,0.017266832,31.32610703,0.010056535,37.81306839,0.012139027,2.81087023,0.000902366,161.4414063,0.051827097,1,0.000321027,0,0,0,0,22.730443,0.007297092,12.05435133,0.003869776,22.82289076,0.018171091,36.27298164,0.028879762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,823,328,263,2215,18,0,21,598,828,619,523
42,25025082000,Boston,Roxbury,Suffolk,2015,2725,31.6,15.3,34.1,26635,80.2,19.9,26.8,860,82.2,17.8,1.212,21.07,550000,3.56,154600,51500,1,2815,1158,0,0,0,0,0,0,0,0,1,36.1,48929,0,0,0,0,0,0,0,0,0,398.4066978,0,0,206.6694522,0,398.4066978,0.14152991,206.6694522,0.073417212,87.12084925,0.030948792,42.42365545,0.01507057,34.8419348,0.012377241,302.2159491,0.107359129,0.727756649,0.000258528,0,0,3.267229259,0.00116065,57.3538312,0.020374363,64.38103834,0.022870706,76.92329633,0.066427717,57.21908104,0.049411987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,703,338,172,2193,19,1,20,410,534,512,362
43,25025082100,Boston,Roxbury,Suffolk,2015,5243,34.3,19.7,45.5,17321,65.9,31.6,10.2,1800,82.2,17.8,1.212,21.07,1149000,3.56,322900,107600,1,5025,2035,0,13,0.0025871,0,0,0,0,0,1,45.6,15034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,1581,455,400,3355,34,1,43,1192,1661,1070,1229
44,25025090600,Boston,Roxbury,Suffolk,2015,2337,23.8,11.5,23.2,39489,66.3,21.5,37.9,560,82.2,17.8,1.212,21.07,355000,3.56,99900,33300,1,2348,720,0,80,0.0340715,0,0,0,0,0,1,25.1,39375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,653,230,233,1017,36,3,16,1043,492,262,203
45,25025110301,Boston,Roslindale,Suffolk,2015,2663,10,8.2,8.3,73438,35.7,27.1,69.7,270,82.2,17.8,1.212,21.07,170000,3.56,47800,15900,1,2405,898,0,0,0,0,0,0,0,0,0,6.1,75521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,560,209,1227,681,61,0,18,418,692,154,130
46,25025110401,Boston,Roslindale,Suffolk,2015,3830,12.6,8.2,15.1,51439,35.5,30.9,56.5,480,82.2,17.8,1.212,21.07,308000,3.56,86600,28900,1,3566,1285,0,1,0.0002804,0,0,0,0,0,1,11.3,70294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,868,316,1655,1047,93,6,16,749,1309,243,256
47,25025110403,Boston,Roslindale,Suffolk,2015,4724,12.8,10.3,16.6,75064,32.3,32.2,58,600,82.2,17.8,1.212,21.07,386000,3.56,108600,36200,1,4309,1675,0,0,0,0,0,0,0,0,0,14.2,95488,0,1,0,1,0,0,0,0,0,1213.454989,0,0,185.6560473,0,1213.454989,0.28160942,185.6560473,0.043085646,254.8952072,0.059154144,141.0387426,0.0327312,795.9884225,0.184726949,214.6453421,0.049813261,34.32148031,0.007965069,0,0,5.945647717,0.001379821,162.5540851,0.037724318,270.3596196,0.062743008,53.22164258,0.031774115,60.22672044,0.035956251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,912,520,2539,1022,115,4,14,615,1002,337,225
48,25025110501,Boston,Roslindale,Suffolk,2015,3601,11.5,6.3,15.2,77727,13.3,13.2,60.6,410,82.2,17.8,1.212,21.07,265000,3.56,74300,24800,1,3253,1300,0,7,0.0021519,0,0,0,0,0,0,11.7,119722,0,1,0,1,0,0,0,0,0,736.8621689,0,0,148.2106415,0,736.8621689,0.226517728,148.2106415,0.045561218,156.3370735,0.048059352,81.82976677,0.02515517,486.9440488,0.149690762,125.4357192,0.038560012,7.734299928,0.00237759,0,0,0,0,116.7480945,0.035889362,175.8608549,0.05406113,25.34739642,0.019497997,33.25371084,0.025579778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,685,419,2477,348,91,0,10,327,461,137,146
49,25025110502,Boston,Roslindale,Suffolk,2015,4443,9.7,7.9,4.7,72318,18.3,20.9,55.7,430,82.2,17.8,1.212,21.07,275000,3.56,77400,25800,1,3806,1580,0,0,0,0,0,0,0,0,0,5.4,83068,0,0,0,0,0,0,0,0,0,257.7673883,0,0,37.29297917,0,257.7673883,0.067726587,37.29297917,0.009798471,48.65772057,0.012784477,32.96584028,0.008661545,133.5341434,0.035085166,48.8148762,0.012825769,14.82140522,0.003894221,0,0,0.494110584,0.000129824,60.10284966,0.015791605,72.7875132,0.019124412,17.89182863,0.011323942,8.174619459,0.00517381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,762,456,2496,681,115,0,16,498,876,269,131
50,25025110607,Boston,Roslindale,Suffolk,2015,5126,13.3,11.7,13.7,82037,7.4,7.9,69.1,680,82.2,17.8,1.212,21.07,436000,3.56,122400,40800,1,5077,2089,0,396,0.0779988,0,0,0,0,0,0,14.2,116337,0,1,0,1,0,0,0,0,0,729.9754014,0,0,120.1170502,0,729.9754014,0.143780855,120.1170502,0.023659061,58.31340956,0.011485801,427.2067645,0.084145512,668.7741931,0.131726254,14.21504986,0.002799892,24.84573487,0.004893783,0,0,0.001648071,3.25E-07,22.13877994,0.004360603,14.80894137,0.002916868,14.07015213,0.006735353,13.08416928,0.006263365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,842,981,4335,296,132,0,12,302,487,350,179
51,25025140106,Boston,Roslindale,Suffolk,2015,1877,22.9,7.8,23.8,37813,55.7,23.4,13.3,430,82.2,17.8,1.212,21.07,275000,3.56,77200,25700,1,1901,791,0,0,0,0,1,0,1,1,1,27.1,47460,0,1,0,1,0,0,0,1,0,1900.999998,0,0,882.529842,0,1900.999998,0.999999999,882.529842,0.464245051,541.0000038,0.284587061,219.9999953,0.115728561,456.9999959,0.240399787,1004.000007,0.528143086,31.00000005,0.016307207,0,0,14.00000038,0.007364545,395.0000043,0.207785378,594.9999978,0.31299316,330.7243832,0.418109208,242.5859234,0.306682583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,541,220,457,1004,31,0,14,395,595,351,257
52,25025030100,Boston,North End,Suffolk,2015,2151,13.7,2.1,13.2,76458,0.4,1.3,21.1,290,82.2,17.8,1.212,21.07,188000,3.56,52900,17600,1,1954,1276,0,0,0,0,0,0,0,0,0,17.4,117708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,62,242,1868,20,31,2,0,33,68,818,23
53,25025030200,Boston,North End,Suffolk,2015,1738,12.4,2.3,14.6,76667,0.9,9.2,24,220,82.2,17.8,1.212,21.07,138000,3.56,38700,12900,1,1665,1044,0,0,0,0,0,0,0,0,1,14.8,69514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,68,184,1580,8,37,1,7,32,69,527,27
54,25025030400,Boston,North End,Suffolk,2015,2608,11.8,1.1,10.4,74868,1.9,4.6,25,310,82.2,17.8,1.212,21.07,197000,3.56,55300,18400,1,2451,1513,0,16,0.0065279,0,0,0,0,0,0,9.7,84028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,106,220,2311,14,74,0,6,46,78,910,50
55,25025030500,Boston,North End,Suffolk,2015,2610,10.2,2.2,7.1,102782,0.6,0.7,38.5,270,82.2,17.8,1.212,21.07,170000,3.56,47800,15900,1,2538,1457,0,56,0.0220646,0,0,0,0,0,0,8.2,171488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,113,271,2362,16,108,0,0,52,93,589,18
56,25025080801,Boston,Mission Hill,Suffolk,2015,4028,28.2,14.4,42.1,26120,36.2,31.5,0,1140,82.2,17.8,1.212,21.07,726000,3.56,203900,68000,1,3885,927,0,1242,0.3196911,0,0,0,0,0,1,44.2,33125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,770,187,1708,946,390,0,44,797,1345,526,388
