County,Inspection_Grade,Inspection Date,Owner_Name,Trade_Name,Street,City,State Code,Zip_Code,Deficiency Number,Deficiency Description,Location 1
Westchester,C,8/16/18,OSSINING SNACK SHOP INC,OSSINING SNACK SHOP,32 BELLE AVE,OSSINING,NY,10562,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"32 BELLE AVE
OSSINING, NY 10562
(41.168621, -73.839115)"
Westchester,B,10/25/18,SHANELLE DELI & GROCERY CORP,SHANELLE DELI & GROCERY,401 SOUTH 8TH AVE,MOUNT VERNON,NY,10550,06B,Potentially hazardous foods are not stored at safe temperatures,"401 SOUTH 8TH AVE
MOUNT VERNON, NY 10550
(40.900898, -73.83705)"
Westchester,C,10/26/18,NEW APPLE DELI & GROCERY INC,BIG APPLE DELI & GROCER,93 LOCKWOOD AVE,YONKERS,NY,10701,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","93 LOCKWOOD AVE
YONKERS, NY 10701
(40.948102, -73.871153)"
Franklin,C,11/27/18,BYLER ERVIN E JR & BYLER ESTHER,BYLERS FARM MARKET,950 ST RT 122,CONSTABLE,NY,12926,02D,Other adulterated / unfit foods or ingredients,"950 ST
CONSTABLE, NY 12926"
Franklin,B,10/25/18,HAZEN BRETT&JOANNE,BMJ MIDWAY MARKET&DELI,3923 ST RTE 11,MALONE,NY,12953,02D,Other adulterated / unfit foods or ingredients,"3923 ST RTE
MALONE, NY 12953"
Franklin,B,10/25/18,HAZEN BRETT&JOANNE,BMJ MIDWAY MARKET&DELI,3923 ST RTE 11,MALONE,NY,12953,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"3923 ST RTE
MALONE, NY 12953"
Westchester,C,9/7/18,STEW LEONARDS YONKERS LLC,STEW LEONARDS,1 STEW LEONARDS DR #,YONKERS,NY,10710,06B,Potentially hazardous foods are not stored at safe temperatures,"1 STEW LEONARDS DR
YONKERS, NY 10710
(40.976114, -73.863369)"
Westchester,C,9/7/18,STEW LEONARDS YONKERS LLC,STEW LEONARDS,1 STEW LEONARDS DR #,YONKERS,NY,10710,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1 STEW LEONARDS DR
YONKERS, NY 10710
(40.976114, -73.863369)"
Westchester,C,9/11/18,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,110 BLOOMINGDALE RD,WHITE PLAINS,NY,10605,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","110 BLOOMINGDALE RD
WHITE PLAINS, NY 10605
(41.027358, -73.757997)"
Westchester,C,11/6/18,TARRYTOWN SNACK MART INC,TARRYTOWN SNACK MART,440 S BROADWAY #,TARRYTOWN,NY,10591,08B,"Hot-holding equipment improperly designed, maintained, or operated to keep hot foods at 135?F or above","440 S BROADWAY
TARRYTOWN, NY 10591
(41.061027, -73.862141)"
Greene,C,7/2/18,BLACK HORSE PRODUCE INC,BLACK HORSE FARMS,10094 RT 9W #,COXSACKIE,NY,12051,06B,Potentially hazardous foods are not stored at safe temperatures,"10094 RT 9 W
COXSACKIE, NY 12051"
Greene,C,7/2/18,BLACK HORSE PRODUCE INC,BLACK HORSE FARMS,10094 RT 9W #,COXSACKIE,NY,12051,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","10094 RT 9 W
COXSACKIE, NY 12051"
Greene,C,3/20/18,CIRCLE W LLC,CIRCLE W MARKET,3328 RT 23A #,PALENVILLE,NY,12463,01B,Water or ice is not potable,"3328 RT
PALENVILLE, NY 12463"
Jefferson,B,9/6/18,1000 ISLAND BAIT STORE INC,CEROW MOBIL MART,43540 NYS RT 12  #,ALEXANDRIA BAY,NY,13607,06B,Potentially hazardous foods are not stored at safe temperatures,"43540 NYS
ALEXANDRIA BAY, NY 13607"
Jefferson,B,11/26/18,ALDI INC,ALDI #28,26163 US RT 11,EVANS MILLS,NY,13637,02D,Other adulterated / unfit foods or ingredients,"26163 US
EVANS MILLS, NY 13637"
Jefferson,C,11/26/18,DAILYS FOODS INC,ALEX BAY BIG M,45560 NYS RT 12  THOMSON MALL,ALEXANDRIA BAY,NY,13607,05B,Critical Processing or Salvaging Parameters are not met,"45560 NYS RT 12 THOMSON MALL
ALEXANDRIA BAY, NY 13607"
Jefferson,B,11/5/18,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 9782,26221 US RT 11,EVANS MILLS,NY,13637,02D,Other adulterated / unfit foods or ingredients,"26221 US
EVANS MILLS, NY 13637"
Kings,B,8/15/18,133 FOOD CORP,133 FOOD,133 LAFAYETTE AVE,BROOKLYN,NY,11238,02D,Other adulterated / unfit foods or ingredients,"133 LAFAYETTE AVE
BROOKLYN, NY 11238
(40.687437, -73.972534)"
Kings,C,7/27/18,4209 MEAT & PRODUCE CORP,4209 MEAT & PRODUCE,4209 AVENUE D,BROOKLYN,NY,11203,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","4209 AVENUE
BROOKLYN, NY 11203"
Kings,B,3/6/18,578 RALPH SUPER DELI INC,578 RALPH SUPER DELI,578 RALPH AVENUE,BROOKLYN,NY,11233,06B,Potentially hazardous foods are not stored at safe temperatures,"578 RALPH AVENUE
BROOKLYN, NY 11233
(40.669377, -73.922539)"
Kings,B,5/2/18,ALBERT'S FRUITS & VEGETABLES INC,ALBERT'S FRUITS & VEG,730 AVENUE U,BROOKLYN,NY,11223,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","730 AVENUE
BROOKLYN, NY 11223"
Kings,C,9/13/18,AR DELI COFFEE SHOP INC,AR DELI COFFEE SHOP,29-31 5TH AVE,BROOKLYN,NY,11217,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","29 31 5TH AVE
BROOKLYN, NY 11217"
Kings,C,9/13/18,AR DELI COFFEE SHOP INC,AR DELI COFFEE SHOP,29-31 5TH AVE,BROOKLYN,NY,11217,02D,Other adulterated / unfit foods or ingredients,"29 31 5TH AVE
BROOKLYN, NY 11217"
Kings,C,10/16/18,AVENUE D GRILL & DELI CORP,AVENUE D GRILL & DELI C,4513 AVE D,BROOKLYN,NY,11203,06B,Potentially hazardous foods are not stored at safe temperatures,"4513 AVE
BROOKLYN, NY 11203"
Kings,C,10/16/18,AVENUE D GRILL & DELI CORP,AVENUE D GRILL & DELI C,4513 AVE D,BROOKLYN,NY,11203,02D,Other adulterated / unfit foods or ingredients,"4513 AVE
BROOKLYN, NY 11203"
Kings,C,11/29/18,BROOKLYN BRINE CO LLC,BROOKLYN BRINE,67 35ST UNIT 5-1C #,BROOKLYN,NY,11232,05B,Critical Processing or Salvaging Parameters are not met,"67 35ST
BROOKLYN, NY 11232"
Kings,B,9/27/18,GOLDEN GOURMET CORP,GOLDEN GOURMET,1501 A SHEEPSHEAD BAY RD #,BROOKLYN,NY,11235,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1501 A SHEEPSHEAD BAY RD
BROOKLYN, NY 11235
(40.587292, -73.95391)"
Kings,C,7/31/18,JOE JR'S BAGEL CORP,A&S BAKE CITY BAGELS,357 AVENUE  X,BROOKLYN,NY,11223,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","357 AVENUE
BROOKLYN, NY 11223"
Kings,C,10/9/18,JP & M DELI GROCERY CORP,JP & M DELI GROCERY,104-01 GLENWOOD ROAD,BROOKLYN,NY,11236,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","104 01 GLENWOOD ROAD
BROOKLYN, NY 11236"
Kings,C,11/13/18,SMOKEY AND THE BANDIT LLC,CAPT SMOLDERS/NYC UP ST,154 CARLTON AVE,BROOKLYN,NY,11205,05B,Critical Processing or Salvaging Parameters are not met,"154 CARLTON AVE
BROOKLYN, NY 11205
(40.69312, -73.972833)"
Kings,C,11/27/18,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 505,1710 AVENUE Y,BROOKLYN,NY,11235,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","1710 AVENUE
BROOKLYN, NY 11235"
Lewis,C,11/8/18,SLIDERS FOOD MART INC,SLIDERS FOOD MART,6215 #4 ROAD ,LOWVILLE,NY,13367,02D,Other adulterated / unfit foods or ingredients,"6215 4 ROAD
LOWVILLE, NY 13367"
Lewis,C,11/8/18,SLIDERS FOOD MART INC,SLIDERS FOOD MART,6215 #4 ROAD ,LOWVILLE,NY,13367,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","6215 4 ROAD
LOWVILLE, NY 13367"
Madison,B,9/5/18,SUSHI WITH GUSTO,SUSHI WITH GUSTO,UNIVERSITY DRIVE,HAMILTON,NY,13346,06B,Potentially hazardous foods are not stored at safe temperatures,
Monroe,C,10/15/18,HYOSOOK LEE,MINI M-MART,658 NORTH,ROCHESTER,NY,14605,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","658 NORTH ROCHESTER
NY 14605"
Nassau,C,11/30/18,KING KULLEN GROCERY CO INC,KING KULLEN 50,27-30 SUNRISE HWY,BELLMORE,NY,11710,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","27 30 SUNRISE HWY
BELLMORE, NY 11710"
New York,B,10/30/18,765 SIXTH AVENUE MARKET INC,SUNAC,765 AVENUE OF THE AMERICAS,NEW YORK,NY,10010,08A,Potentially hazardous foods are being kept below 135?F during hot-holding (rare roast beef may be served at 130?F or above),"765 AVENUE
NEW YORK, NY 10010"
New York,B,8/20/18,BAKED BY MELISSA LLC,BAKED BY MELISSA 12/1/1,2069 E 86TH ST,NEW YORK,NY,10028,03C,Food handlers do not wash hands thoroughly after contaminating them,"2069 E 86TH ST
NEW YORK, NY 10028"
New York,C,9/6/18,CT SEAFOOD MART CORP,CT SEAFOOD MART,250 GRAND ST,NEW YORK,NY,10002,02D,Other adulterated / unfit foods or ingredients,"250 GRAND ST
NEW YORK, NY 10002
(40.718218, -73.994031)"
New York,C,4/9/18,HUDSON & CHARLES UWS INC,HUDSON & CHARLES,555 AMSTERDAM AVE,NEW YORK,NY,10024,05B,Critical Processing or Salvaging Parameters are not met,"555 AMSTERDAM AVE
NEW YORK, NY 10024
(40.788361, -73.974524)"
New York,B,6/11/18,J & F GOURMET DELI CORP,J & F GOURMET DELI,2290 FREDERICK DOUGLAS BLVD,NEW YORK,NY,10027,06B,Potentially hazardous foods are not stored at safe temperatures,"2290 FREDERICK DOUGLAS BLVD
NEW YORK, NY 10027
(40.808977, -73.952048)"
New York,C,7/16/18,SUSHI MARU EXPRESS INC,SUSHI NARA EXPRESS,140 W 57ST (IN MORTON WILLIAMS),NEW YORK,NY,10019,03E,"Employees handling exposed, ready-to-eat foods without an acceptable protective barrier","140 W 57ST
NEW YORK, NY 10019"
New York,C,7/16/18,SUSHI MARU EXPRESS INC,SUSHI NARA EXPRESS,140 W 57ST (IN MORTON WILLIAMS),NEW YORK,NY,10019,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","140 W 57ST
NEW YORK, NY 10019"
New York,B,11/20/18,WESTSIDE STOP ONE DELI CORP,WS DELI,94 STREET,NEW YORK,NY,10025,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","94 STREET
NEW YORK, NY 10025"
Onondaga,B,11/6/18,ALDI,ALDI STORE #40,2254 DOWNER STREET,BALDWINSVILLE,NY,13027,02D,Other adulterated / unfit foods or ingredients,"2254 DOWNER STREET
BALDWINSVILLE, NY 13027"
Onondaga,B,9/20/18,MAJOR GASLAND INC,APLUS,1701 ERIE BLVD E,SYRACUSE,NY,13210,06B,Potentially hazardous foods are not stored at safe temperatures,"1701 ERIE BLVD E
SYRACUSE, NY 13210
(43.049643, -76.121087)"
Onondaga,B,4/6/18,TOPS PT LLC,TOPS 365,119 W SENECA TPKE,MANLIUS,NY,13104,06A,Potentially hazardous foods are not cooled by an approved method where the product temperature can be reduced to 70?F or less within two hours and 41?F or less within an additional 4 hours,"119 W SENECA TPKE
MANLIUS, NY 13104"
Orange,C,8/23/18,94 ANGELS DELI CORP,94 ANGELS DELI,2874 ROUTE 94,BLOOMING GROVE,NY,10914,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2874 ROUTE
BLOOMING GROVE, NY 10914"
Orange,C,10/19/18,KAPIS GOSHEN LLC,KAPIS GOSHEN,2516 ROUTE 17M,GOSHEN,NY,10924,06B,Potentially hazardous foods are not stored at safe temperatures,"2516 ROUTE
GOSHEN, NY 10924"
Orange,C,10/19/18,KAPIS GOSHEN LLC,KAPIS GOSHEN,2516 ROUTE 17M,GOSHEN,NY,10924,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","2516 ROUTE
GOSHEN, NY 10924"
Orange,C,10/12/18,ZAFAR MANNAN A,TEXACO FOOD MART,17M DOLSONTOWN RD,MIDDLETOWN,NY,10940,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","17M DOLSONTOWN RD
MIDDLETOWN, NY 10940"
Oswego,B,10/17/18,FAMCO3,REDFIELD GENERAL STORE,4884 CCTY RT 17,REDFIELD,NY,13437,06B,Potentially hazardous foods are not stored at safe temperatures,"4884 CCTY
REDFIELD, NY 13437"
Oswego,B,10/18/18,HASTINGS PETRO INC,SPEEDYS 103,1982 US ROUTE 11,HASTINGS,NY,13076,02D,Other adulterated / unfit foods or ingredients,"1982 US ROUTE
HASTINGS, NY 13076"
Oswego,C,10/31/18,RED ONION LLC,RED ONION GROCERY THE,20 CTY RT 33,CENTRAL SQUARE,NY,13036,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","20 CTY
CENTRAL SQUARE, NY 13036"
Otsego,B,9/18/18,ANNUTTOS FARM STAND LLC,ANNUTTOS FARM STAND,5396 ST HWY 7,ONEONTA,NY,13820,02D,Other adulterated / unfit foods or ingredients,"5396 ST HWY
ONEONTA, NY 13820"
Otsego,B,10/15/18,DYN KENNETH,DYNS CIDER MILL,7915 STATE RT28,RICHFIELD SPRINGS,NY,13439,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","7915 STATE
RICHFIELD SPRINGS, NY 13439"
Otsego,B,10/15/18,DYN KENNETH,DYNS CIDER MILL,7915 STATE RT28,RICHFIELD SPRINGS,NY,13439,05B,Critical Processing or Salvaging Parameters are not met,"7915 STATE
RICHFIELD SPRINGS, NY 13439"
Queens,C,11/26/18,117-06 MERRICK BLVD GROCERY CORP,117-06 MERRICK BLVD GRO,117-06 MERRICK BLVD,JAMAICA,NY,11434,06B,Potentially hazardous foods are not stored at safe temperatures,"117 06 MERRICK BLVD
JAMAICA, NY 11434"
Queens,C,12/3/18,37TH AVE MARKET INC,FOOD BAZAAR,35-60 JUNCTION BLVD #,CORONA,NY,11368,06B,Potentially hazardous foods are not stored at safe temperatures,"35 60 JUNCTION BLVD
CORONA, NY 11368"
Queens,C,6/12/18,66-16 MEAT&PRODUCE INC,66-16 MEAT&PRODUCE,66 BEACH CHANNEL DR,ARVERNE,NY,11692,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","66 BEACH CHANNEL DR
ARVERNE, NY 11692"
Queens,C,7/25/18,84TH EXPRESS DELI & GROCERY INC,84TH EXPRESS DELI & GRO,83-19 101ST AVE,OZONE PARK,NY,11416,06B,Potentially hazardous foods are not stored at safe temperatures,"83 19 101ST AVE
OZONE PARK, NY 11416"
Queens,C,7/23/18,A&E FOOD CO INC,BEST YET,19-30 37TH ST #,ASTORIA,NY,11105,05B,Critical Processing or Salvaging Parameters are not met,"19 30 37TH ST
ASTORIA, NY 11105"
Queens,C,7/18/18,ABDULLAH SUPERMARKET INC,FOOD FAIR,39-32 62ND STREET,WOODSIDE,NY,11377,02D,Other adulterated / unfit foods or ingredients,"39 32 62ND STREET
WOODSIDE, NY 11377"
Queens,C,9/5/18,AL-ZABIHA HALAL MEAT INC,AL-ZABIHA HALAL MEAT,260-08 HILLSIDE AVE,GLEN OAKS,NY,11004,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","260 08 HILLSIDE AVE
GLEN OAKS, NY 11004"
Queens,C,10/17/18,AMAPEN MINI MART CORP,STOP 1,38-02 108TH ST,CORONA,NY,11368,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","38 02 108TH ST
CORONA, NY 11368"
Queens,C,9/20/18,ANVI DELI&GROCERY INC,ANVI DELI&GROCERY,63-01 DRY HARBOR RD,MIDDLE VILLAGE,NY,11379,06B,Potentially hazardous foods are not stored at safe temperatures,"63 01 DRY HARBOR RD
MIDDLE VILLAGE, NY 11379"
Queens,C,10/1/18,BENNY & SONS GROCERY CORP,BENNY & SONS GROCERY,70-01 MYRTLE AVE,GLENDALE,NY,11385,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","70 01 MYRTLE AVE
GLENDALE, NY 11385"
Queens,C,10/29/18,BROADWAY NATURAL INC,BROADWAY NATURAL,30-07 BROADWAY,ASTORIA,NY,11106,02D,Other adulterated / unfit foods or ingredients,"30 07
ASTORIA, NY 11106"
Queens,C,11/28/18,CHANG JIANG SUPERMARKET INC,A&C SUPERMARKET,41-41 KISSENA BLVD,FLUSHING,NY,11355,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","41 41 KISSENA BLVD
FLUSHING, NY 11355"
Queens,B,10/9/18,CHUNG FAT SUPERMARKET INC,CHUNG FAT SUPERMARKET,41-82 MAIN ST,FLUSHING,NY,11355,06B,Potentially hazardous foods are not stored at safe temperatures,"41 82 MAIN ST
FLUSHING, NY 11355"
Queens,B,11/19/18,DEVIN FOOD CORP,IDEAL FOOD BASKET,148-40 HILLSIDE AVE,JAMAICA,NY,11435,06B,Potentially hazardous foods are not stored at safe temperatures,"148 40 HILLSIDE AVE
JAMAICA, NY 11435"
Queens,C,8/16/18,DR SMOOD NEW YORK PRODUCTION,DR SMOOD,"47-16 AUSTELL PLACE, GROUND FL",LONG ISLAND CITY,NY,11101,05B,Critical Processing or Salvaging Parameters are not met,"47 16 AUSTELL PLACE
LONG ISLAND CITY, NY 11101"
Queens,C,7/18/18,EL POPO MINI MARKET CORP,EL POPO MINI MARKET,88-28 ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","88 28 ROOSEVELT AVE
JACKSON HEIGHTS, NY 11372"
Queens,C,8/22/18,ELIZABETHS DELI GROCERY INC,ELIZABETH DELI GROCERY,52-17 ROOSEVELT AVE,WOODSIDE,NY,11377,04D,"Toxic chemicals are improperly labeled, stored, or used so that contamination of food is likely to occur","52 17 ROOSEVELT AVE
WOODSIDE, NY 11377"
Queens,C,8/22/18,ELIZABETHS DELI GROCERY INC,ELIZABETH DELI GROCERY,52-17 ROOSEVELT AVE,WOODSIDE,NY,11377,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","52 17 ROOSEVELT AVE
WOODSIDE, NY 11377"
Queens,C,9/26/18,ET FRESH FOOD USA INC,ASSOCIATED #861,63-01 ROOSEVELT AVE,WOODSIDE,NY,11377,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","63 01 ROOSEVELT AVE
WOODSIDE, NY 11377"
Queens,C,9/14/18,FAMILY DOLLAR STORES OF NEW YORK,FAMILY DOLLAR #31381,11322,ROCKAWAY PARK,NY,11694,06B,Potentially hazardous foods are not stored at safe temperatures,"11322 ROCKAWAY PARK
NY 11694"
Queens,C,11/1/18,FIRST IN QUEENS INC,SHELL FOOD MART,185-25 N CONDUIT AVE,SPRINGFIELD GARDEN,NY,11413,04A,"Food contact equipment, utensils or conveyances for potentially hazardous foods:  contact surfaces unclean or not properly sanitized and likely to contribute to contamination","185 25 N CONDUIT AVE
SPRINGFIELD GARDEN, NY 11413"
