scope,emissions_category,emissions_source,sub_activity,activity,sub_bu,last_bu,bu,value
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,19.812167
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,20.3171145
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,21.5588571
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1431.62214
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,21.9397908
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,22.7429653
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,23.2433928
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,27.2155967
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,28.299435
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,28.8911293
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,29.7096164
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,29.7298549
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,29.8875933
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,29.9977889
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,2025.17222
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,30.2565537
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,32.1909064
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,32.7711624
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,33.061604
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,33.3473965
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,33.9154762
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,34.0345826
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,34.0484008
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,35.5684826
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,35.8637948
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,1935.28938
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,36.5556668
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,36.6308094
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,38.1605769
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,38.4400783
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,39.3999212
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,40.2753971
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,45.437576
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,45.7713173
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,46.3617387
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,47.2295583
Scope 3,Business Travel,Air Travel - SelfMng,Air Travel: Production,Air Travel,Transportation,Self Mng. Transportation,Production,23.2049596
Scope 1,Mobile,Diesel - SelfMng,Diesel Use,Fuel Use,Production (Self Mng),Self Mng. (S1&2),Production,2119.93252
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,47.399842
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,50.2465869
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,50.842875
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,51.6806782
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,52.0705227
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,53.3963926
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,54.0900542
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,54.1200706
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,55.313311
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,56.1400264
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,56.2599629
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,56.8014393
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,56.9505805
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,57.0163325
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,57.3048185
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,57.6891284
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,57.9295734
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.0542329
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.2241845
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.351888
Scope 2,Purchased Grid Electricity,Electric - SelfMng,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.3763513
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.4499072
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.987085
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.9902028
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,58.9942431
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,60.1567845
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,60.6134511
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,62.4511683
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,62.7371268
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,63.5737861
Scope 2,Purchased Grid Electricity,Electric - SelfMng,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,64.5833674
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,64.8659867
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,64.9358528
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,65.0486496
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,65.2080669
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,65.7731763
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,66.1591465
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,66.2374623
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,66.2458565
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,66.8098037
Scope 2,Purchased Grid Electricity,Electric - SelfMng,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,67.1087503
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,67.5444773
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,68.5219758
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,69.1312151
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,69.6876904
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,72.0730643
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,73.6709822
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,73.7243365
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,74.2790777
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,75.2236817
Scope 2,Purchased Grid Electricity,Electric - SelfMng,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,75.6406462
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,76.2832965
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,76.5230958
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,76.535475
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,77.1620379
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,77.4767214
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,78.4346456
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,78.6273263
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,79.3185158
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,79.5443677
Scope 2,Purchased Grid Electricity,Electric - SelfMng,Electricity Use,Electricity Use,Production (Self Mng),Self Mng. (S1&2),Production,0
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,79.8059367
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,80.151061
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,80.2892436
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,81.3684696
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,81.5062831
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,81.8469797
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,82.3710955
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,82.9962009
Scope 3,Purchased Goods and Services,Production - PartnerMng,Partner Mng & Licensed,Partner Mng & Licensed,PG&S,Partner Mng. (S1&2),Production,83.153146
